11,35,18,43,47,27,30,12,1,32,23,5,37,29,41,48,21,44,3,9,4,39,42,16,20,17,33,38,6,31,14,15,10,2,0,24,40,26,13,7,28,49,46,50,34,22,19,25,8,36,45
30,8,39,47,26,31,25,48,24,46,28,49,21,3,15,43,23,37,38,9,6,41,20,18,14,2,1,4,5,33,13,36,29,17,45,22,7,44,27,16,42,0,40,34,35,12,19,10,11,50,32
30,15,49,1,11,2,40,8,50,9,39,17,34,29,22,41,26,3,43,25,5,6,16,24,7,0,38,4,28,14,44,13,32,31,21,33,10,18,46,12,36,47,48,23,42,27,35,37,45,20,19
14,1,39,37,29,20,43,12,27,49,41,21,35,28,32,2,15,36,0,10,17,13,6,7,46,18,30,42,26,50,48,23,4,31,22,47,9,25,40,45,33,19,5,16,11,44,34,8,38,3,24
27,30,45,21,33,8,31,40,14,11,35,44,34,39,47,24,18,7,16,0,50,32,22,41,37,26,43,28,13,5,10,17,19,2,46,20,15,23,48,36,38,3,12,4,49,29,25,1,42,9,6
34,38,5,12,9,50,45,28,29,48,14,42,43,49,33,21,3,31,22,18,32,4,40,30,19,41,44,7,11,1,37,8,13,16,46,10,35,26,47,15,17,23,6,25,0,39,20,27,36,2,24
0,13,41,44,1,28,25,7,49,40,46,30,38,3,5,24,27,50,11,23,17,39,29,47,8,37,45,16,22,21,42,32,20,14,19,35,36,9,34,12,4,18,10,15,26,31,6,33,48,2,43
28,8,23,22,0,1,27,25,5,6,46,11,30,15,47,21,37,7,40,49,43,29,10,4,32,41,14,19,31,3,13,16,20,9,24,26,33,38,50,17,12,48,36,42,18,35,2,45,39,44,34
50,48,26,21,20,22,42,28,16,18,46,2,35,9,14,40,39,1,13,5,45,25,33,10,6,15,7,0,3,11,49,19,41,43,36,37,44,30,27,29,12,23,8,38,32,31,47,17,24,4,34
9,47,32,21,19,30,43,33,44,27,5,20,49,38,12,35,29,18,3,40,34,15,4,17,16,24,39,14,8,0,22,25,11,45,13,23,36,50,1,41,26,6,37,2,28,31,48,10,42,46,7
29,43,7,24,26,40,12,47,20,16,49,14,41,15,48,10,19,42,13,1,6,8,4,25,23,35,34,2,21,0,31,46,32,30,18,17,45,36,37,50,11,3,38,9,5,39,44,33,22,28,27
6,28,2,20,22,10,27,31,9,12,23,36,34,24,13,48,1,5,7,42,49,39,17,16,30,45,37,40,41,44,50,19,21,43,0,29,35,4,32,25,46,18,47,33,38,14,11,8,15,26,3
24,47,10,34,5,20,49,12,30,45,35,42,32,7,13,28,46,16,36,2,18,3,40,37,26,22,44,33,21,39,38,27,15,19,11,50,8,25,29,41,31,1,9,23,14,6,48,0,43,17,4
25,21,37,28,3,27,18,4,30,29,40,45,31,0,49,14,12,15,16,9,50,47,33,20,13,7,36,34,41,44,38,26,39,48,1,5,32,11,35,2,42,46,19,6,22,24,8,10,17,23,43
30,29,3,10,15,33,49,22,43,42,48,1,27,34,5,13,20,38,39,14,35,7,4,25,23,12,41,6,37,24,21,50,17,11,32,28,2,26,46,18,40,45,8,0,31,44,47,16,36,9,19
12,47,50,15,49,5,22,33,8,9,42,21,37,29,31,17,39,14,0,20,24,41,23,40,36,26,27,2,38,28,1,11,25,3,16,44,6,34,45,32,4,13,10,18,43,7,30,19,35,48,46
43,50,7,39,36,29,21,47,1,3,25,31,28,8,15,4,0,38,35,33,24,17,26,46,48,41,30,22,6,5,18,32,37,44,10,12,40,16,42,49,34,11,9,23,20,27,14,13,2,45,19
48,30,16,49,31,3,27,15,4,38,32,10,41,42,35,40,11,45,6,13,12,50,9,23,34,1,19,18,39,5,8,14,47,33,21,46,44,22,43,24,37,25,17,26,2,36,0,20,7,28,29
27,31,10,49,39,21,9,20,25,34,46,41,8,6,44,33,0,1,19,26,38,22,36,15,37,5,35,28,3,14,23,47,18,11,2,30,7,12,24,48,17,29,40,45,13,43,16,32,4,50,42
